4	5	ACII	ACII
308	309	PCM	PCM (2)
308	310	PCM	PCM
308	312	PCM	PCM (2)
308	313	PCM	PCM
308	315	PCM	PCM
308	316	PCM	PCM
308	317	PCM	PCM
308	318	PCM	PCM
308	319	PCM	PCM
308	320	PCM	PCM
308	321	PCM	PCM
308	322	PCM	PCM
308	323	PCM	PCM
308	324	PCM	PCM
308	325	PCM	PCM
308	326	PCM	PCM
309	310	PCM (2)	PCM
309	312	PCM (2)	PCM (2)
309	313	PCM (2)	PCM
309	315	PCM (2)	PCM
309	316	PCM (2)	PCM
309	317	PCM (2)	PCM
309	318	PCM (2)	PCM
309	319	PCM (2)	PCM
309	320	PCM (2)	PCM
309	321	PCM (2)	PCM
309	322	PCM (2)	PCM
309	323	PCM (2)	PCM
309	324	PCM (2)	PCM
309	325	PCM (2)	PCM
309	326	PCM (2)	PCM
310	312	PCM	PCM (2)
310	313	PCM	PCM
310	315	PCM	PCM
310	316	PCM	PCM
310	317	PCM	PCM
310	318	PCM	PCM
310	319	PCM	PCM
310	320	PCM	PCM
310	321	PCM	PCM
310	322	PCM	PCM
310	323	PCM	PCM
310	324	PCM	PCM
310	325	PCM	PCM
310	326	PCM	PCM
311	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
312	313	PCM (2)	PCM
312	315	PCM (2)	PCM
312	316	PCM (2)	PCM
312	317	PCM (2)	PCM
312	318	PCM (2)	PCM
312	319	PCM (2)	PCM
312	320	PCM (2)	PCM
312	321	PCM (2)	PCM
312	322	PCM (2)	PCM
312	323	PCM (2)	PCM
312	324	PCM (2)	PCM
312	325	PCM (2)	PCM
312	326	PCM (2)	PCM
313	315	PCM	PCM
313	316	PCM	PCM
313	317	PCM	PCM
313	318	PCM	PCM
313	319	PCM	PCM
313	320	PCM	PCM
313	321	PCM	PCM
313	322	PCM	PCM
313	323	PCM	PCM
313	324	PCM	PCM
313	325	PCM	PCM
313	326	PCM	PCM
315	316	PCM	PCM
315	317	PCM	PCM
315	318	PCM	PCM
315	319	PCM	PCM
315	320	PCM	PCM
315	321	PCM	PCM
315	322	PCM	PCM
315	323	PCM	PCM
315	324	PCM	PCM
315	325	PCM	PCM
315	326	PCM	PCM
316	317	PCM	PCM
316	318	PCM	PCM
316	319	PCM	PCM
316	320	PCM	PCM
316	321	PCM	PCM
316	322	PCM	PCM
316	323	PCM	PCM
316	324	PCM	PCM
316	325	PCM	PCM
316	326	PCM	PCM
317	318	PCM	PCM
317	319	PCM	PCM
317	320	PCM	PCM
317	321	PCM	PCM
317	322	PCM	PCM
317	323	PCM	PCM
317	324	PCM	PCM
317	325	PCM	PCM
317	326	PCM	PCM
318	319	PCM	PCM
318	320	PCM	PCM
318	321	PCM	PCM
318	322	PCM	PCM
318	323	PCM	PCM
318	324	PCM	PCM
318	325	PCM	PCM
318	326	PCM	PCM
319	320	PCM	PCM
319	321	PCM	PCM
319	322	PCM	PCM
319	323	PCM	PCM
319	324	PCM	PCM
319	325	PCM	PCM
319	326	PCM	PCM
320	321	PCM	PCM
320	322	PCM	PCM
320	323	PCM	PCM
320	324	PCM	PCM
320	325	PCM	PCM
320	326	PCM	PCM
321	322	PCM	PCM
321	323	PCM	PCM
321	324	PCM	PCM
321	325	PCM	PCM
321	326	PCM	PCM
322	323	PCM	PCM
322	324	PCM	PCM
322	325	PCM	PCM
322	326	PCM	PCM
323	324	PCM	PCM
323	325	PCM	PCM
323	326	PCM	PCM
324	325	PCM	PCM
324	326	PCM	PCM
325	326	PCM	PCM
329	330	Pacific Symposium on Biocomputing	Pacific Symposium on Biocomputing
333	334	SINOBIOMETRICS	SINOBIOMETRICS
333	335	SINOBIOMETRICS	SINOBIOMETRICS
333	336	SINOBIOMETRICS	SINOBIOMETRICS
333	337	SINOBIOMETRICS	SINOBIOMETRICS
334	335	SINOBIOMETRICS	SINOBIOMETRICS
334	336	SINOBIOMETRICS	SINOBIOMETRICS
334	337	SINOBIOMETRICS	SINOBIOMETRICS
335	336	SINOBIOMETRICS	SINOBIOMETRICS
335	337	SINOBIOMETRICS	SINOBIOMETRICS
336	337	SINOBIOMETRICS	SINOBIOMETRICS
342	343	Web-Age Information Management	Web-Age Information Management
342	344	Web-Age Information Management	Web-Age Information Management
343	344	Web-Age Information Management	Web-Age Information Management
345	346	Web Intelligence	Web Intelligence
345	347	Web Intelligence	Web Intelligence
346	347	Web Intelligence	Web Intelligence
350	351	MCAM	MCAM
350	352	MCAM	MCAM
350	353	MCAM	MCAM
351	352	MCAM	MCAM
351	353	MCAM	MCAM
352	353	MCAM	MCAM
354	355	GLOBECOM	GLOBECOM
354	356	GLOBECOM	GLOBECOM
355	356	GLOBECOM	GLOBECOM
359	360	Bioinformatics	Bioinformatics
359	361	Bioinformatics	Bioinformatics
359	362	Bioinformatics	Bioinformatics
359	442	Bioinformatics	BMC Bioinformatics
359	483	Bioinformatics	Bioinformatics
360	361	Bioinformatics	Bioinformatics
360	362	Bioinformatics	Bioinformatics
360	442	Bioinformatics	BMC Bioinformatics
360	483	Bioinformatics	Bioinformatics
361	362	Bioinformatics	Bioinformatics
361	442	Bioinformatics	BMC Bioinformatics
361	483	Bioinformatics	Bioinformatics
362	442	Bioinformatics	BMC Bioinformatics
362	483	Bioinformatics	Bioinformatics
364	365	Computer Vision and Image Understanding	Computer Vision and Image Understanding
364	366	Computer Vision and Image Understanding	Computer Vision and Image Understanding
365	366	Computer Vision and Image Understanding	Computer Vision and Image Understanding
368	369	Int. J. Image Graphics	Int. J. Image Graphics
368	370	Int. J. Image Graphics	Int. J. Image Graphics
369	370	Int. J. Image Graphics	Int. J. Image Graphics
372	373	IJPRAI	IJPRAI
375	376	Image Vision Comput.	Image Vision Comput.
375	377	Image Vision Comput.	Image Vision Comput.
375	378	Image Vision Comput.	Image Vision Comput.
376	377	Image Vision Comput.	Image Vision Comput.
376	378	Image Vision Comput.	Image Vision Comput.
377	378	Image Vision Comput.	Image Vision Comput.
379	380	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	381	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	382	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	383	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	384	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
379	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	381	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	382	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	383	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	384	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
380	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	382	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	383	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	384	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
381	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
382	383	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
382	384	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
382	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
382	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
382	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
383	384	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
383	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
383	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
383	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
384	385	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
384	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
384	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
385	386	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
385	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
386	387	J. Comput. Sci. Technol.	J. Comput. Sci. Technol.
388	389	J. Intell. Inf. Syst.	J. Intell. Inf. Syst.
392	393	Pattern Recognition	Pattern Recognition
392	394	Pattern Recognition	Pattern Recognition
392	395	Pattern Recognition	Pattern Recognition
392	396	Pattern Recognition	Pattern Recognition Letters
392	397	Pattern Recognition	Pattern Recognition Letters
392	398	Pattern Recognition	Pattern Recognition Letters
392	399	Pattern Recognition	Pattern Recognition Letters
392	444	Pattern Recognition	Pattern Recognition
393	394	Pattern Recognition	Pattern Recognition
393	395	Pattern Recognition	Pattern Recognition
393	396	Pattern Recognition	Pattern Recognition Letters
393	397	Pattern Recognition	Pattern Recognition Letters
393	398	Pattern Recognition	Pattern Recognition Letters
393	399	Pattern Recognition	Pattern Recognition Letters
393	444	Pattern Recognition	Pattern Recognition
394	395	Pattern Recognition	Pattern Recognition
394	396	Pattern Recognition	Pattern Recognition Letters
394	397	Pattern Recognition	Pattern Recognition Letters
394	398	Pattern Recognition	Pattern Recognition Letters
394	399	Pattern Recognition	Pattern Recognition Letters
394	444	Pattern Recognition	Pattern Recognition
395	396	Pattern Recognition	Pattern Recognition Letters
395	397	Pattern Recognition	Pattern Recognition Letters
395	398	Pattern Recognition	Pattern Recognition Letters
395	399	Pattern Recognition	Pattern Recognition Letters
395	444	Pattern Recognition	Pattern Recognition
396	397	Pattern Recognition Letters	Pattern Recognition Letters
396	398	Pattern Recognition Letters	Pattern Recognition Letters
396	399	Pattern Recognition Letters	Pattern Recognition Letters
396	444	Pattern Recognition Letters	Pattern Recognition
397	398	Pattern Recognition Letters	Pattern Recognition Letters
397	399	Pattern Recognition Letters	Pattern Recognition Letters
397	444	Pattern Recognition Letters	Pattern Recognition
398	399	Pattern Recognition Letters	Pattern Recognition Letters
398	444	Pattern Recognition Letters	Pattern Recognition
399	444	Pattern Recognition Letters	Pattern Recognition
401	402	Real-Time Imaging	Real-Time Imaging
401	403	Real-Time Imaging	Real-Time Imaging
402	403	Real-Time Imaging	Real-Time Imaging
406	407	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	408	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	409	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	410	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	411	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
406	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	408	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	409	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	410	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	411	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
407	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	409	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	410	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	411	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
408	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	410	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	411	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
409	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	411	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
410	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	412	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
411	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	413	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
412	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
413	414	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
413	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
413	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
413	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
413	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
414	415	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
414	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
414	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
414	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
415	416	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
415	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
415	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
416	417	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
416	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
417	440	IEEE Trans. Circuits Syst. Video Techn.	IEEE Trans. Circuits Syst. Video Techn.
418	460	IEEE Transactions on Image Processing	IEEE Transactions on Image Processing
421	422	IEEE Transactions on Multimedia	IEEE Transactions on Multimedia
421	423	IEEE Transactions on Multimedia	IEEE Transactions on Multimedia
422	423	IEEE Transactions on Multimedia	IEEE Transactions on Multimedia
426	427	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
426	428	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
426	429	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
426	430	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part B
427	428	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
427	429	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
427	430	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part B
428	429	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part A
428	430	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part B
429	430	IEEE Transactions on Systems, Man, and Cybernetics, Part A	IEEE Transactions on Systems, Man, and Cybernetics, Part B
431	432	J. Visual Communication and Image Representation	J. Visual Communication and Image Representation
431	433	J. Visual Communication and Image Representation	J. Visual Communication and Image Representation
432	433	J. Visual Communication and Image Representation	J. Visual Communication and Image Representation
435	461	Signal Processing	Signal Processing
437	438	Journal of Computer Research and Development	Journal of Computer Research and Development
442	483	BMC Bioinformatics	Bioinformatics
445	446	Proceedings of the 38th conference on Winter simulation	Proceedings of the 38th conference on Winter simulation
447	448	Journal of Computational Physics	Journal of Computational Physics
462	463	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1
462	464	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1
463	464	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1
466	467	ACM SIGGRAPH 97 Visual Proceedings: The art and interdisciplinary programs of SIGGRAPH '97	ACM SIGGRAPH 97 Visual Proceedings: The art and interdisciplinary programs of SIGGRAPH '97
468	469	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
468	470	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
468	471	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
468	473	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
468	474	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
469	470	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
469	471	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
469	473	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
469	474	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
470	471	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
470	473	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
470	474	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
471	473	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
471	474	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
473	474	Proceedings of the Third International Conference on Image and Graphics	Proceedings of the Third International Conference on Image and Graphics
475	476	Proceedings of the 2001 International Conference on Computer Networks and Mobile Computing (ICCNMC'01)	Proceedings of the 2001 International Conference on Computer Networks and Mobile Computing (ICCNMC'01)
477	478	Proceedings of the third international conference on Young computer scientists	Proceedings of the third international conference on Young computer scientists
